id,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang,familyName,firstName,iso_country
464,BARBELIN Lisa,BARBELIN L,Lisa BARBELIN,Female,Athlete,FRA,France,France,France,France,FRA,10/04/2000,NANCY,France,PARIS,France,French,BARBELIN,Lisa,FR
465,CORDEAU Amelie,CORDEAU A,Amelie CORDEAU,Female,Athlete,FRA,France,France,France,France,FRA,01/10/2005,,,ANNEMASSE,France,French,CORDEAU,Amelie,
466,LOPEZ Caroline,LOPEZ C,Caroline LOPEZ,Female,Athlete,FRA,France,France,France,France,FRA,09/01/2004,,,,,French,LOPEZ,Caroline,
467,ADDIS Baptiste,ADDIS B,Baptiste ADDIS,Male,Athlete,FRA,France,France,France,France,FRA,07/12/2006,,,MANDUEL,France,French,ADDIS,Baptiste,
468,CHIRAULT Thomas,CHIRAULT T,Thomas CHIRAULT,Male,Athlete,FRA,France,France,France,France,FRA,15/09/1997,CORBIE,France,PARIS,France,French,CHIRAULT,Thomas,FR
469,VALLADONT Jean-Charles,VALLADONT JC,Jean-Charles VALLADONT,Male,Athlete,FRA,France,France,France,France,FRA,20/03/1989,BESANCON,France,SAINT-BENOIT-SUR-LOIRE,France,French,VALLADONT,Jean-Charles,FR
470,LORENZO Santiago,LORENZO S,Santiago LORENZO,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,21/09/2001,,,,,Spanish,LORENZO,Santiago,
471,ALIZADEH Dara,ALIZADEH D,Dara ALIZADEH,Male,Athlete,BER,Bermuda,Bermuda,United States,United States of America,USA,27/08/1993,"BROOKLINE, MA",United States,CAMBRIDGE,Great Britain,English,ALIZADEH,Dara,US
472,GOMEZ VALDIVIA Janeth,GOMEZ VALDIVIA J,Janeth GOMEZ VALDIVIA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,26/10/1997,SAN MIGUEL EL ALTO,Mexico,,,Spanish,GOMEZ VALDIVIA,Janeth,MX
473,FONSECA CARRAZANA Daniela,FONSECA CARRAZANA,Daniela FONSECA CARRAZANA,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,24/07/2002,,Cuba,,Cuba,Spanish,FONSECA CARRAZANA,Daniela,CU
474,CAMPOS Jorge,CAMPOS J,Jorge CAMPOS,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,19/09/1991,HAVANA,Cuba,HAVANA,Cuba,"English, Italian, Portuguese, Spanish",CAMPOS,Jorge,CU
475,PEREIRA Andy,PEREIRA A,Andy PEREIRA,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,31/08/1989,HAVANA,Cuba,,,Spanish,PEREIRA,Andy,CU
476,SIERRA Arlenis,SIERRA A,Arlenis SIERRA,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,07/12/1992,MANZANILLO,Cuba,,,Spanish,SIERRA,Arlenis,CU
477,BAHER ARASBARAN Farzad,BAHER ARASBARAN F,Farzad BAHER ARASBARAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,24/11/1993,TABRIZ,IR Iran,,,Farsi,BAHER ARASBARAN,Farzad,
478,PAKDAMAN Ali,PAKDAMAN A,Ali PAKDAMAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,23/08/1990,KHOY,IR Iran,TEHRAN,IR Iran,"English, Persian",PAKDAMAN,Ali,
479,FOTOUHI Mohammad,FOTOUHI M,Mohammad FOTOUHI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,05/12/1990,,IR Iran,,,"English, Farsi",FOTOUHI,Mohammad,
480,RAHBARI Mohammad,RAHBARI M,Mohammad RAHBARI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,13/12/1991,RASHT,IR Iran,TEHERAN,IR Iran,"English, Persian, Russian",RAHBARI,Mohammad,
481,GARCIA NAVARRO Anisley,GARCIA NAVARRO A,Anisley GARCIA NAVARRO,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,19/01/2002,HAVANA,Cuba,,,Spanish,GARCIA NAVARRO,Anisley,CU
482,RUIZ Prisis,RUIZ P,Prisis RUIZ,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,28/01/2002,HAVANA,Cuba,,,Spanish,RUIZ,Prisis,CU
483,BECALI Andrea,BECALI A,Andrea BECALI,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,24/04/2004,,,,,Spanish,BECALI,Andrea,
484,FALCON JR Rodolfo,FALCON JR R,Rodolfo FALCON JR,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,26/12/2001,,,,,Spanish,FALCON JR,Rodolfo,
485,de OLIVEIRA Roldeney,de OLIVEIRA R,Roldeney de OLIVEIRA,Male,Athlete,STP,Sao Tome & Principe,Sao Tome and Principe,Sao Tome & Principe,Sao Tome and Principe,STP,04/07/2000,SAO TOME,Sao Tome & Principe,COVILHA,Portugal,Portuguese,OLIVEIRA,de Roldeney,
486,SEMEDO Gorete,SEMEDO G,Gorete SEMEDO,Female,Athlete,STP,Sao Tome & Principe,Sao Tome and Principe,Sao Tome & Principe,Sao Tome and Principe,STP,05/10/1996,,Sao Tome & Principe,LISBOA,Portugal,Portuguese,SEMEDO,Gorete,
487,DIACONU Adina,DIACONU A,Adina DIACONU,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,14/10/1999,SLATINA,,,,Romanian,DIACONU,Adina,
488,IONESCU Eduard,IONESCU E,Eduard IONESCU,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,09/11/2004,,,,Romania,Romanian,IONESCU,Eduard,
489,IONESCU Ovidiu,IONESCU O,Ovidiu IONESCU,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,28/06/1989,BUZAU,Romania,,,Romanian,IONESCU,Ovidiu,RO
490,SAMARA Elizabeta,SAMARA E,Elizabeta SAMARA,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,15/04/1989,CONSTANTA,Romania,CONSTANTA,Romania,"English, Italian, Romanian, Spanish",SAMARA,Elizabeta,RO
491,SZOCS Bernadette,SZOCS B,Bernadette SZOCS,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,05/03/1995,TARGU MURES,Romania,,Romania,"English, Hungarian, Romanian",SZOCS,Bernadette,RO
492,ALDAIHANI Mohammad,ALDAIHANI M,Mohammad ALDAIHANI,Male,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,01/08/1983,,Kuwait,MUBARAK AL-KABEER,Kuwait,"Arabic, English",ALDAIHANI,Mohammad,KW
493,BERTHIER Amita,BERTHIER A,Amita BERTHIER,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,15/12/2000,,Singapore,,,English,BERTHIER,Amita,SG
494,ABDUL RAHMAN Kiria Tikanah,ABDUL RAHMAN KT,Kiria Tikanah ABDUL RAHMAN,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,25/06/2000,,,,,English,ABDUL RAHMAN,Kiria Tikanah,
495,CHIRILA Catalin,CHIRILA C,Catalin CHIRILA,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,11/05/1998,TULCEA,Romania,BUCHAREST,Romania,Romanian,CHIRILA,Catalin,RO
496,NUTA Oleg,NUTA O,Oleg NUTA,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,03/02/1997,,Republic of Moldova,SNAGOV,Romania,Romanian,NUTA,Oleg,MD
497,SPRINCEAN Ilie,SPRINCEAN I,Ilie SPRINCEAN,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,01/08/1994,IZBISTE,Republic of Moldova,SNAGOV,Romania,Romanian,SPRINCEAN,Ilie,MD
498,PERIJOC Lenuta Lacramioara,PERIJOC LL,Lenuta Lacramioara PERIJOC,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,03/02/1994,ZAMOSTEA,Romania,BUCHAREST,Romania,"English, Romanian",PERIJOC,Lenuta Lacramioara,RO
499,GUTERRES Jolanio,GUTERRES J,Jolanio GUTERRES,Male,Athlete,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Timor-Leste,Democratic Republic of Timor-Leste,TLS,12/05/2005,,,,,,GUTERRES,Jolanio,
500,XIMENES BELO Imelda,XIMENES BELO I,Imelda XIMENES BELO,Female,Athlete,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Timor-Leste,Democratic Republic of Timor-Leste,TLS,24/10/1998,,,,,"English, Indonesian",XIMENES BELO,Imelda,
501,ATAIDE Manuel,ATAIDE M,Manuel ATAIDE,Male,Athlete,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Timor-Leste,Democratic Republic of Timor-Leste,TLS,09/03/2001,,,,,,ATAIDE,Manuel,
502,YAMAGUCHI Akane,YAMAGUCHI A,YAMAGUCHI Akane,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,06/06/1997,KATSUYAMA,Japan,KUMAMOTO,Japan,Japanese,YAMAGUCHI,Akane,JP
503,WATANABE Yuta,WATANABE Y,WATANABE Yuta,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,13/06/1997,TOKYO,Japan,,,Japanese,WATANABE,Yuta,JP
504,NAGAHARA Wakana,NAGAHARA W,NAGAHARA Wakana,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,09/01/1996,HOKKAIDO,Japan,AKITA,Japan,Japanese,NAGAHARA,Wakana,JP
505,MATSUMOTO Mayu,MATSUMOTO M,MATSUMOTO Mayu,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,07/08/1995,SAPPORO,Japan,AKITA,Japan,Japanese,MATSUMOTO,Mayu,JP
506,HIGASHINO Arisa,HIGASHINO A,HIGASHINO Arisa,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,01/08/1996,IWAMIZAWA,Japan,KOTO,Japan,Japanese,HIGASHINO,Arisa,JP
507,NISHIMOTO Kenta,NISHIMOTO K,NISHIMOTO Kenta,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,30/08/1994,ISE,Japan,KARIYA,Japan,Japanese,NISHIMOTO,Kenta,JP
508,HOKI Takuro,HOKI T,HOKI Takuro,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,14/08/1995,YANAI,Japan,TAKAOKA,Japan,Japanese,HOKI,Takuro,JP
509,KOBAYASHI Yugo,KOBAYASHI Y,KOBAYASHI Yugo,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,10/07/1995,KYOTO,Japan,TAKAOKA,Japan,Japanese,KOBAYASHI,Yugo,JP
510,SHIDA Chiharu,SHIDA C,SHIDA Chiharu,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,29/04/1997,AKITA,Japan,,,Japanese,SHIDA,Chiharu,JP
511,MATSUYAMA Nami,MATSUYAMA N,MATSUYAMA Nami,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,28/06/1998,KUMAMOTO,Japan,KUMAMOTO,Japan,Japanese,MATSUYAMA,Nami,JP
512,OHORI Aya,OHORI A,OHORI Aya,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,02/10/1996,AIZUWAKAMATSU,Japan,TAKAOKA,Japan,Japanese,OHORI,Aya,JP
513,da COSTA da SILVA PINTO Ana,da COSTA da SILVA,Ana da COSTA da SILVA PINTO,Female,Athlete,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Timor-Leste,Democratic Republic of Timor-Leste,TLS,12/03/1999,,,,,,COSTA SILVA PINTO,da da Ana,
514,SIM Levenia,SIM L,Levenia SIM,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,20/06/2006,ALABAMA,United States,,,English,SIM,Levenia,US
515,MOLNAR Ede-Karoly,MOLNAR EK,Ede-Karoly MOLNAR,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,06/03/1996,,,SEPSISZENTGYORGY,Romania,Romanian,MOLNAR,Ede-Karoly,
516,QUAH Jing Wen,QUAH JW,Jing Wen QUAH,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,20/12/2000,SINGAPORE,Singapore,,,English,QUAH,Jing Wen,SG
517,CHALOYAN Davit,CHALOYAN D,Davit CHALOYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,30/09/1997,GYUMRI,Armenia,GYUMRI,Armenia,Armenian,CHALOYAN,Davit,AM
518,MADKAMOV Fakhriddin,MADKAMOV F,Fakhriddin MADKAMOV,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,14/01/2000,,,,,,MADKAMOV,Fakhriddin,
519,EL BOUCHTI Oumaima,EL BOUCHTI O,Oumaima EL BOUCHTI,Female,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,07/10/2000,BENSLIMANE,Morocco,CASABLANCA,Morocco,"Arabic, English, French",EL BOUCHTI,Oumaima,MA
520,ABOUFARAS Fatima-Ezzahra,ABOUFARAS FE,Fatima-Ezzahra ABOUFARAS,Female,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,28/02/2002,FKIH BEN SALAH,Morocco,FKIH BEN SALAH,Morocco,"Arabic, English, Spanish",ABOUFARAS,Fatima-Ezzahra,MA
521,DUCHAMPT Felix,DUCHAMPT F,Felix DUCHAMPT,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,05/09/1989,CLERMONT-FERRAND,France,OLAT,Spain,"English, French",DUCHAMPT,Felix,FR
522,CRET Alex,CRET A,Alex CRET,Male,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,09/02/2002,ORADEA,Romania,ORADEA,Romania,"English, Romanian",CRET,Alex,RO
523,NASSER Yusuf Marwan Abdullah,NASSER YMA,Yusuf Marwan Abdullah NASSER,Male,Athlete,YEM,Yemen,Yemen,Yemen,Yemen,YEM,26/05/2008,,,,,Arabic,NASSER,Yusuf Marwan Abdullah,
524,AL RAIMI Yasameen,AL RAIMI Y,Yasameen AL RAIMI,Female,Athlete,YEM,Yemen,Yemen,Yemen,Yemen,YEM,26/11/1985,,Yemen,,Yemen,Arabic,AL RAIMI,Yasameen,YE
525,CALUGAREANU Malina,CALUGAREANU M,Malina CALUGAREANU,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,15/09/1996,BUCHAREST,Romania,,,"English, Romanian",CALUGAREANU,Malina,RO
526,BOPANNA Rohan,BOPANNA R,Rohan BOPANNA,Male,Athlete,IND,India,India,India,India,IND,04/03/1980,BANGALORE,India,,,English,BOPANNA,Rohan,IN
527,BALAJI Nsriram,BALAJI N,Nsriram BALAJI,Male,Athlete,IND,India,India,India,India,IND,18/03/1990,COIMBATORE,India,,,English,BALAJI,Nsriram,IN
528,IRAOUI Soumiya,IRAOUI S,Soumiya IRAOUI,Female,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,19/03/1996,RABAT,Morocco,SALE,Morocco,"Arabic, English",IRAOUI,Soumiya,MA
529,MOUTII Achraf,MOUTII A,Achraf MOUTII,Male,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,04/12/1996,CASABLANCA,Morocco,CASABLANCA,Morocco,Arabic,MOUTII,Achraf,MA
530,NAGAL Sumit,NAGAL S,Sumit NAGAL,Male,Athlete,IND,India,India,India,India,IND,16/08/1997,JHAJJAR,India,,Germany,"English, Hindi",NAGAL,Sumit,IN
531,BOLL Timo,BOLL T,Timo BOLL,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,08/03/1981,ERBACH,Germany,HOCHST IM ODENWALD,Germany,"English, German",BOLL,Timo,DE
532,OVTCHAROV Dimitrij,OVTCHAROV D,Dimitrij OVTCHAROV,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,02/09/1988,KYIV,Ukraine,DUSSELDORF,Germany,"English, German, Russian",OVTCHAROV,Dimitrij,UA
533,SHAN Xiaona,SHAN X,Xiaona SHAN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,18/01/1983,ANSHAN,China,,Germany,"English, German, Mandarin",SHAN,Xiaona,CN
534,QIU Dang,QIU D,Dang QIU,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,29/10/1996,NURTINGEN,Germany,DUSSELDORF,Germany,"English, German",QIU,Dang,DE
535,MITTELHAM Nina,MITTELHAM N,Nina MITTELHAM,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,23/11/1996,WILLICH,Germany,,,"English, German",MITTELHAM,Nina,DE
536,WAN Yuan,WAN Y,Yuan WAN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,23/05/1997,EBERSWALDE,Germany,DUESSELDORF,Germany,German,WAN,Yuan,DE
537,KAUFMANN Annett,KAUFMANN A,Annett KAUFMANN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,23/06/2006,WOLFSBURG,Germany,BIETIGHEIM-BISSINGEN,Germany,German,KAUFMANN,Annett,DE
538,USTOPIRIYON Komronshokh,USTOPIRIYON K,Komronshokh USTOPIRIYON,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,07/01/1993,SUGHD JABOR RASULOV,Tajikistan,JABOR RASULOV,Tajikistan,"English, Farsi, Russian",USTOPIRIYON,Komronshokh,TJ
539,CLARKE Roshawn,CLARKE R,Roshawn CLARKE,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,01/07/2004,KINGSTON,Jamaica,KINGSTON,Jamaica,English,CLARKE,Roshawn,JM
540,ASAQAS Aya,ASAQAS A,Aya ASAQAS,Female,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,01/08/2002,,Morocco,TAGHAZOUT,Morocco,,ASAQAS,Aya,MA
541,ESCALERA Natalia,ESCALERA N,Natalia ESCALERA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,03/07/2002,ENSENADA,Mexico,ENSENADA,Mexico,"English, Spanish",ESCALERA,Natalia,MX
542,BILLY,BILLY,BILLY,Male,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,24/11/2003,,Morocco,,Morocco,French,BILLY,,MA
543,ELMAMOUNY,ELMAMOUNY,ELMAMOUNY,Female,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,20/07/1999,,Morocco,RABAT,Morocco,French,ELMAMOUNY,,MA
544,VIETA Maycey Adrianne,VIETA MA,Maycey Adrianne VIETA,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,21/11/2000,,,"COLUMBUS, OH",United States,English,VIETA,Maycey Adrianne,
545,TOMMY Priscilla,TOMMY P,Priscilla TOMMY,Female,Athlete,VAN,Vanuatu,Vanuatu,Vanuatu,Vanuatu,VAN,23/05/1989,ESPIRITU SANTO,Vanuatu,,Vanuatu,,TOMMY,Priscilla,VU
546,PRITCHARD-LOLO Ajah,PRITCHARD-LOLO A,Ajah PRITCHARD-LOLO,Female,Athlete,VAN,Vanuatu,Vanuatu,New Zealand,New Zealand,NZL,10/08/2002,,,PORT VILA,Vanuatu,English,PRITCHARD-LOLO,Ajah,
547,CUMBO Hugo,CUMBO H,Hugo CUMBO,Male,Athlete,VAN,Vanuatu,Vanuatu,France,France,FRA,11/05/1996,NOUMEA,Vanuatu,NOUMEA,Vanuatu,"Bislama, English, French, Spanish",CUMBO,Hugo,VU
548,SILAS Johnathan,SILAS J,Johnathan SILAS,Male,Athlete,VAN,Vanuatu,Vanuatu,Vanuatu,Vanuatu,VAN,12/08/2002,,,,,,SILAS,Johnathan,
549,RUSSET Loane,RUSSET L,Loane RUSSET,Female,Athlete,VAN,Vanuatu,Vanuatu,France,France,FRA,26/11/2005,,,,,,RUSSET,Loane,
550,ARCEO Mariana,ARCEO M,Mariana ARCEO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,27/04/1994,,,MEXICO CITY,Mexico,Spanish,ARCEO,Mariana,
551,DORJI Lam,DORJI L,Lam DORJI,Male,Athlete,BHU,Bhutan,Bhutan,Bhutan,Bhutan,BHU,18/05/1995,SAMDRUP JONGKHAR,Bhutan,THIMPHU,Bhutan,"Dzongkha, English",DORJI,Lam,BT
552,PARATTU RAVEENDRAN Sreejesh,PARATTU RAVEENDRAN,Sreejesh PARATTU RAVEENDRAN,Male,Athlete,IND,India,India,India,India,IND,08/05/1988,ERNAKULAM,India,CHENNAI,India,"English., Hindi., Malayalam",PARATTU RAVEENDRAN,Sreejesh,IN
553,SINGH Harmanpreet,SINGH H,Harmanpreet SINGH,Male,Athlete,IND,India,India,India,India,IND,06/01/1996,AMRITSAR,India,AMRITSAR,India,"English, Hindi, Punjabi",SINGH,Harmanpreet,IN
554,SINGH Jarmanpreet,SINGH J,Jarmanpreet SINGH,Male,Athlete,IND,India,India,India,India,IND,18/07/1996,AMRITSAR,India,JALANDHAR,India,,SINGH,Jarmanpreet,IN
555,SINGH Hardik,SINGH H,Hardik SINGH,Male,Athlete,IND,India,India,India,India,IND,23/09/1998,KHUSROPUR,India,,India,"English, Hindi, Punjabi",SINGH,Hardik,IN
556,PRASAD Vivek Sagar,PRASAD VS,Vivek Sagar PRASAD,Male,Athlete,IND,India,India,India,India,IND,25/02/2000,ITARSI,India,BHOPAL,India,"English, Hindi",PRASAD,Vivek Sagar,IN
557,SINGH Mandee,SINGH M,Mandeep SINGH,Male,Athlete,IND,India,India,India,India,IND,25/01/1995,JALANDHAR,India,JALANDHAR,India,"English, Hindi, Punjabi",SINGH,Mandee,IN
558,SINGH Shamsher,SINGH S,Shamsher SINGH,Male,Athlete,IND,India,India,India,India,IND,29/07/1997,ATTARI,India,AMRITSAR,India,English,SINGH,Shamsher,IN
559,ABHISHEK Abhishek,ABHISHEK A,Abhishek ABHISHEK,Male,Athlete,IND,India,India,India,India,IND,15/08/1999,SONIPAT,India,,India,English,ABHISHEK,Abhishek,IN
560,UPADHYAY Lalit Kumar,UPADHYAY LK,Lalit Kumar UPADHYAY,Male,Athlete,IND,India,India,India,India,IND,01/12/1993,VARANASI,India,MUMBAI,India,"English, Hindi",UPADHYAY,Lalit Kumar,IN
561,PAL Raj Kumar,PAL RK,Raj Kumar PAL,Male,Athlete,IND,India,India,India,India,IND,01/05/1998,KARAMPUR,India,,India,English,PAL,Raj Kumar,IN
562,SINGH Sukhjeet,SINGH S,Sukhjeet SINGH,Male,Athlete,IND,India,India,India,India,IND,05/12/1996,JALANDHAR,India,,India,,SINGH,Sukhjeet,IN
563,ROHIDAS Amit,ROHIDAS A,Amit ROHIDAS,Male,Athlete,IND,India,India,India,India,IND,10/05/1993,SAUNAMARA,India,MUMBAI,India,"English, Hindi, Oriya",ROHIDAS,Amit,IN
564,SINGH Gurjant,SINGH G,Gurjant SINGH,Male,Athlete,IND,India,India,India,India,IND,26/01/1995,AMRITSAR,India,CHANDIGARH,India,"English, Hindi, Punjabi",SINGH,Gurjant,IN
565,RAFI Samiul Islam,RAFI SI,Samiul Islam RAFI,Male,Athlete,BAN,Bangladesh,Bangladesh,Bangladesh,Bangladesh,BAN,12/10/2004,,,,,,RAFI,Samiul Islam,
566,SINGH Manpreet,SINGH M,Manpreet SINGH,Male,Athlete,IND,India,India,India,India,IND,26/06/1992,JALANDHAR,India,JALANDHAR,India,"English, Hindi, Punjabi",SINGH,Manpreet,IN
567,SANJAY Sanjay,SANJAY S,Sanjay SANJAY,Male,Athlete,IND,India,India,India,India,IND,05/05/2001,"DIBRA, HARYANA",India,,India,English,SANJAY,Sanjay,IN
568,SUMIT Sumit,SUMIT S,Sumit SUMIT,Male,Athlete,IND,India,India,India,India,IND,20/12/1996,SONIPAT,India,,India,"English., Hindi",SUMIT,Sumit,IN
569,ALOBAIDLI Amani,ALOBAIDLI A,Amani ALOBAIDLI,Female,Athlete,BRN,Bahrain,Bahrain,Bahrain,Bahrain,BRN,14/01/2006,,,"BRISBANE, QLD",Australia,English,ALOBAIDLI,Amani,
570,SARLAK Alireza,SARLAK A,Alireza SARLAK,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,30/04/1997,,,,,,SARLAK,Alireza,
571,ZARE Amir Hossein,ZARE AH,Amir Hossein ZARE,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,16/01/2001,MAZANDARAN,IR Iran,,,Persian,ZARE,Amir Hossein,
572,CHHUN Bunthorn,CHHUN B,Bunthorn CHHUN,Male,Athlete,CAM,Cambodia,Cambodia,Cambodia,Cambodia,CAM,31/05/1993,,Cambodia,PHNOM PENH,Cambodia,Khmer,CHHUN,Bunthorn,KH
573,GHALI Saud,GHALI S,Saud GHALI,Male,Athlete,BRN,Bahrain,Bahrain,Bahrain,Bahrain,BRN,17/08/2004,,,,,"Arabic, English",GHALI,Saud,
574,AZARPIRA Amirali,AZARPIRA A,Amirali AZARPIRA,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,26/03/2002,TEHRAN,IR Iran,TEHRAN,IR Iran,Farsi,AZARPIRA,Amirali,
575,NOOR ZAHI Sha Mahmood,NOOR ZAHI SM,Sha Mahmood NOOR ZAHI,Male,Athlete,AFG,Afghanistan,Afghanistan,Afghanistan,Afghanistan,AFG,21/03/1991,,,,IR Iran,Persian,NOOR ZAHI,Sha Mahmood,
576,FERGAT Abdelkarim,FERGAT A,Abdelkarim FERGAT,Male,Athlete,ALG,Algeria,Algeria,Algeria,Algeria,ALG,02/03/1994,,Algeria,ALGIERS,Algeria,"Arabic, French",FERGAT,Abdelkarim,DZ
577,GHAIOU Ishak,GHAIOU I,Ishak GHAIOU,Male,Athlete,ALG,Algeria,Algeria,Algeria,Algeria,ALG,24/01/1995,,,,,Arabic,GHAIOU,Ishak,
578,OUAKALI Abd Elkrim,OUAKALI AE,Abd Elkrim OUAKALI,Male,Athlete,ALG,Algeria,Algeria,Algeria,Algeria,ALG,19/03/1993,,,,,Arabic,OUAKALI,Abd Elkrim,
579,SID AZARA Bachir,SID AZARA B,Bachir SID AZARA,Male,Athlete,ALG,Algeria,Algeria,Algeria,Algeria,ALG,03/03/1996,,,,,Arabic,SID AZARA,Bachir,
580,NGUYEN Nhat,NGUYEN N,Nhat NGUYEN,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,16/06/2000,HANOI,Vietnam,DUBLIN,Ireland,"English, Irish, Vietnamese",NGUYEN,Nhat,VN
581,O'ROURKE Aoife,O'ROURKE A,Aoife O'ROURKE,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,02/07/1997,CASTLEREA,Ireland,CASTLEREA,Ireland,English,O'ROURKE,Aoife,IE
582,FAVORS Eric,FAVORS E,Eric FAVORS,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,16/11/1996,"POMONA, NY",United States,"READING, PA",United States,English,FAVORS,Eric,US
583,TUTHILL Nicola,TUTHILL N,Nicola TUTHILL,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,22/12/2003,KILBRITTAIN,Ireland,CORK,Ireland,English,TUTHILL,Nicola,IE
584,HARRISON Roisin,HARRISON R,Roisin HARRISON,Female,Alternate Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,10/10/1996,,,,,,HARRISON,Roisin,
585,MANNING Cliodhna,MANNING C,Cliodhna MANNING,Female,Alternate Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,26/04/1995,,,,,,MANNING,Cliodhna,
